text,label
everyone at thanksgiving doing chore to get away from rest of family,1
once again: can a mission-driven nonprofit be blindsided?,0
commence to move forward,0
trevor noah compares trump surrogates to bizarre cirque du soleil,0
megan fox daydreaming about megan fox naked,1
florist who turned away gay couple wants supreme court to hear her case,0
chili's customer who just finished ribs platter given complimentary hose-down,1
muslims respond to hateful protests with voter registration drives,0
"space, race and the space race",0
turkish actor thinks he's cüneyt fucking arkin,1
5 nutritionist-approved back-to-school tips,0
fareed zakaria and u2 for president,0
syrian militias armed by cia are fighting syrian militias armed by pentagon,0
aides gently remind hillary clinton not to refer to opponents as 'obstacles to greatness',1
"nike ceo blasts trump executive order targeting muslims, refugees",0
montana judge targeted for impeachment for 60-day incest rape sentence,0
11 tips for new parents flying with their children for the first time,0
"maria butina slips away after binding half-naked, blindfolded robert mueller to bed",1
opening wider and diving deeper into the immeasurable beauty and pain of life,0
"trump threatens to veto spending bill over border wall funding, then signs it",0
university of kansas plans to create meditation room,0
"blissed-out, hemp-wearing sean spicer assures reince priebus this the best thing that ever happened to him",1
these backseat taxi photos are an incredible fashion time capsule,0
therapist feels bad for dating patient's daughter,1
the best taxi and ride-hailing apps around the world,0
expectant mother chrissy teigen is totally embracing her body,0
"seinfeld nears streaming video deal, yada yada",0
doctor weirded out by patient she just met providing every lurid detail of medical history,1
pope urges using 'weapons of love' to combat evil in easter message,0
"restaurant teaches former inmates to cook, helps them get back on their feet",0
dozens wounded as man defends box of wheat thins from invading coworker horde,1
5-year-old has heart-wrenching reunion with mom after airport detention,0
money continues to pour in to some undesignated far-off point somewhere,1
yacht name conveys owner's easygoing lifestyle,1
another friends star to appear in another big-screen bomb,1
nra ad director still searching for right sinister music to play over footage of high schoolers,1
white house press secretary responds to question about rising obamacare premiums with torrent of toxic spray from parotid glands,1
beautiful nurse gives teen enema,1
4 things you need to know about the latest jobs report,0
"in mental health awareness week, we need more than mental health 'first aid'",0
crullers explained,1
when your life clicks into place,0
"birthing in the gambia: educate, empower and enable",0
new york city announces subway just for amazon employees now,1
amazon signs lease for possible store in manhattan,0
bask in the awkward disaster that was justin timberlake and anna kendrick's 'trolls' premiere,0
"general mills releases tiny toast, its first new cereal in 15 years",0
cocksucker beats up motherfucker,1
new evidence reveals christ lounged in tomb for extra hour before finally rising from grave,1
"martha the mastiff, 'world's ugliest dog,' is droopy, gassy and gorgeous",0
god getting strong urge to bring back dinosaurs,1
stephen colbert rips facebook for restricting fake news after trump win,0
hershey's announces it's all out of candy,1
woman would have had awesome time aborting fetus if it weren't for angry protestors screaming outside clinic,1
"gwyneth paltrow reveals secret to her healthy, radiant skin eating 20 pounds of kielbasa a day",1
watch a new scene and promo from 'the walking dead' season 6,0
supreme court weighs if friendly tips worth millions constitute insider trading,0
man nods his way to the top,1
hair salon acquires rare nagel print,1
55 incredible photos of girls going to school around the world,0
thousands of americans to notice first signs of dementia while visiting parents over holiday,1
touring company of cats prepares for yet another day in the goddamn catsuits,1
3-year-old pretending stuffed animals having big fight about accidental pregnancy,1
7 seriously rad mother's day gifts,0
secret service officer arrested in child sexting sting,0
burden of parental expectation available in youth sizes,1
greenpeace decides northern spotted owl 'not worth the trouble anymore',1
what if they held an anti-immigrant party and nobody came?,0
former adviser says rick perry's campaign in new hampshire has folded,0
ice agents hurl pregnant immigrant over mexican border to prevent birth on u.s. soil,1
twitter applauds trump's demands for 'law and order',0
group that makes dodge truck commercials called 'creative team',1
joe biden has strong words for betsy devos after her title ix announcement,0
robert e. lee was not an 'honorable man.' he was a white supremacist traitor,0
"what aziz ansari, and most straight men, don't get about consent.",0
panicked er doctor calls 911,1
4 stunning spring dresses for boomer women,0
here's how many calories 6 summer olympic sports burn,0
great barrier reef experiences its worst coral die-off,0
george h.w. bush's casket completes log flume journey to u.s. capitol,1
december's people,0
north carolina tops gonzaga to win sixth ncaa title,0
'call my husband. i just killed my baby',0
"clinton receives 400,000 honorary degrees for college commencement speech",1
my friend michael and the power of acknowledgement,0
toddler makes convincing case for being afraid of horse,1
mom makes sure everyone has masturbated before long car ride,1
"indonesian mother sews halloween costumes for 60,000 children",1
there's a major intensity gap on the gop's new health bill,0
syrian families living outside turkish refugee camps face tough conditions,0
